LAMMPS data file via write_data, version 22 Jul 2025, timestep = 1000, units = metal

216 atoms
1 atom types

0 16.293 xlo xhi
0 16.293 ylo yhi
0 16.293 zlo zhi

Masses

1 28.0855

Atoms # atomic

1 1 16.282777400218787 0.15332182795453964 16.25487441817644 -1 0 -1
2 1 0.10727562862895676 2.7047816918195284 2.81005190154651 0 0 0
4 1 2.6474349351793096 2.727486018974325 0.0057273364205075224 0 0 0
5 1 1.2874752979620478 1.3876602485654825 1.3612082138107213 0 0 0
10 1 5.43704065457164 2.592525450352233 2.6237850654856474 0 0 0
12 1 8.026567309928405 2.6853535509103046 16.223203128503528 0 0 -1
13 1 6.796562658663733 1.3021499268790222 1.3668966534667668 0 0 0
18 1 10.866191326020184 2.6911296402524605 2.6879159384543714 0 0 0
21 1 12.065530930554223 1.3232646024596428 1.207211479106521 0 0 0
19 1 13.399665086899494 16.195551200617633 2.6703134086636906 0 -1 0
27 1 2.661102204241785 5.48869628936162 2.6604774904795985 0 0 0
8 1 4.0396736568376115 4.0425035508493625 1.4331979284156937 0 0 0
16 1 9.512618096255556 4.023034319709309 1.2744335564194458 0 0 0
35 1 8.08319844385808 5.342216034627948 2.5858710204964264 0 0 0
41 1 10.883258288498546 5.398390344397259 16.19577991688893 0 0 -1
24 1 14.952044758481438 4.031296286657088 1.4806154074762712 0 0 0
43 1 13.501168157985209 5.541701767759366 2.6496812592631125 0 0 0
28 1 2.595267761435464 8.306291496205208 16.284497069621604 0 0 -1
29 1 1.3126822050289235 6.762932703698163 1.3005117313022327 0 0 0
32 1 4.000548727987023 9.484892407226702 1.368631183660054 0 0 0
34 1 5.415635057546557 8.10948902719999 2.7243200987145757 0 0 0
37 1 6.809932471005369 6.82090186452404 1.3617098395272116 0 0 0
40 1 9.474608938951866 9.46550269522868 1.1563452510943684 0 0 0
42 1 10.785878344557196 8.07760311786187 2.610710191274438 0 0 0
45 1 12.127460649258632 6.82383128920924 1.3127947599429126 0 0 0
26 1 0.12556285284760094 8.149472957341557 2.7841027915438485 0 0 0
48 1 14.940264313658265 9.504598139479016 1.4895474566048135 0 0 0
51 1 2.500528140985391 10.842080299309508 2.72023211217458 0 0 0
53 1 1.2100948068189188 12.284025387220444 1.326649905858213 0 0 0
59 1 8.263742646590458 10.747321296676024 2.7532327015585567 0 0 0
